width,height,mean_hue,mean_saturation,mean_brightness,variance_brightness,sum_edge,matis,Picturesource,RMS_contrast,AVG_entropy
150,119,0.2455082794900474,0.4194245877749488,0.6994090185093645,0.05750644849265817,0.5744582837009757,1,paintings-orient_107_thmb.jpg,0.1933076903307229,5.052312769608291
150,115,0.27571069258791514,0.28956870476906804,0.7019771526001705,0.09579599881827235,0.6102420339819614,1,paintings-orient_108_thmb.jpg,0.2759741329013271,5.133199538620017
134,182,0.18385191548925853,0.2524221332994838,0.6854089282096305,0.035526743411629175,0.4780814185340956,1,paintings-orient_109_thmb.jpg,0.16158323303455352,4.809124134934098
150,120,0.22402666168897079,0.34562780549938565,0.7869143790849673,0.02824212121790764,0.544645572932849,1,paintings-orient_111_thmb.jpg,0.17450213183791502,5.026028258052938
150,121,0.17077519995006635,0.2809033955853292,0.6864214335872091,0.023599418764273523,0.4774442400896781,1,paintings-orient_113_thmb.jpg,0.11969017997518619,5.111974879224906
138,180,0.6719183761405357,0.2809185868095551,0.6959000347320893,0.03776689913950355,0.5282049873221832,1,paintings-orient_118_thmb.jpg,0.1914494049805345,5.066506702638331
139,179,0.16275178124769077,0.33326978204526875,0.7522227764945455,0.06370307531880469,0.5614399314294419,1,paintings-orient_123_thmb.jpg,0.22304961200886086,4.7030352849202695
150,123,0.29829738248101484,0.5044128388225234,0.5975488601944844,0.06650030666230689,0.5812582942336837,1,paintings-orient_127_thmb.jpg,0.20457763831733142,5.087020269931589
150,120,0.4650844886685135,0.4125323666824098,0.49069084967320253,0.051505814409415186,0.4766696765730211,1,paintings-orient_129_thmb.jpg,0.1635151604733783,4.789168604136155
150,174,0.4252173992671556,0.3258107703122006,0.4741651265870333,0.04874367175259713,0.5373058959935789,1,paintings-orient_139_thmb.jpg,0.18405393974439366,5.154482369941728
126,192,0.23653562963775632,0.27929115051540493,0.725916686118892,0.028172821239960746,0.4497936963079376,1,paintings-orient_141_thmb.jpg,0.15432979929198096,5.09222571910581
142,204,0.36511237523060325,0.25063369771983174,0.5539528404568124,0.054928437736772626,0.4424401589435887,1,paintings-orient_143_thmb.jpg,0.20222174095372394,5.095945491197355
150,366,0.20333054281306623,0.45280062768529156,0.778662595092682,0.02612038949313166,0.34350658904845777,1,paintings-orient_145_thmb.jpg,0.16088958857992425,4.684118561541336
150,188,0.47100917069993603,0.5265848389764971,0.673342372409957,0.05976282654526072,0.4569802017678031,1,paintings-orient_150_thmb.jpg,0.14357371411837427,4.654443225759757
150,188,0.2971718926301727,0.3346866985991669,0.5011855096648588,0.04124174327396026,0.3970961343523605,1,paintings-orient_159_thmb.jpg,0.18645666937400063,4.661511715943516
150,127,0.19437219577606785,0.24434190031469952,0.4918365498430343,0.04261243790243947,0.4618465349504278,1,paintings-orient_177_thmb.jpg,0.17284698390640682,5.1025904141125515
135,206,0.14438485900804293,0.35848960620244835,0.514322115757486,0.04573145603567608,0.42616963531000557,1,paintings-orient_179_thmb.jpg,0.17310114613446428,5.042571256154578
150,187,0.34709210154392106,0.24464018699347828,0.5004560483730034,0.04276055138776481,0.47526278345318723,1,paintings-orient_183_thmb.jpg,0.1659293824315523,5.033920466363937
150,186,0.11576466287580903,0.6076236885810155,0.7084961697940824,0.05128729993992378,0.5018753633866535,1,paintings-orient_185_thmb.jpg,0.1786094159312024,4.998196298859724
119,196,0.22634887602269962,0.30718325240138217,0.41193250409407467,0.0314022681387817,0.30521837775438715,1,paintings-orient_186_thmb.jpg,0.1430793163453041,4.473421960881686
142,193,0.3071549146198635,0.4717705778608092,0.4358091043466938,0.06853507068629028,0.27025387591985595,1,paintings-orient_187_thmb.jpg,0.18531616178572266,4.161004036078051
150,121,0.3536789597993508,0.2690532525772781,0.43427083670933936,0.07668161214034198,0.3994380798020443,1,paintings-orient_189_thmb.jpg,0.19537142050660708,4.647581860735147
150,122,0.1646786407949002,0.42815681202542943,0.6411638272795457,0.03174635632766836,0.6095743031063062,1,paintings-orient_191_thmb.jpg,0.16913189450464491,5.325991626897118
150,186,0.15639803997617635,0.4449786412404591,0.5695624428983063,0.026662517179419174,0.4297769156998779,1,paintings-orient_193_thmb.jpg,0.1535260843814363,4.904267543983197
150,125,0.15427885963078533,0.4478833250648871,0.5692053333333332,0.029073842445680894,0.4922295652655159,1,paintings-orient_195_thmb.jpg,0.14405794762525145,5.063071257184153
150,182,0.27995079796644934,0.3525358988456919,0.4406448322918911,0.04185964387531965,0.5575824791200179,1,paintings-orient_197_thmb.jpg,0.15668732676197947,5.258520046091394
150,177,0.41471711671264494,0.3118470042893234,0.43424541191241095,0.023287804165292022,0.46793202194825534,1,paintings-orient_199_thmb.jpg,0.12223037798112998,4.882068786409143
124,199,0.31131783419654274,0.31015470370802106,0.6568555935909782,0.02666547812541671,0.3977966707533715,1,paintings-orient_211_thmb.jpg,0.17010874702625886,4.962816242802003
141,185,0.35253325051902623,0.2912790820424512,0.5636732101312828,0.04438440836566517,0.38378293470689034,1,paintings-orient_213_thmb.jpg,0.16814002540133985,4.964478750091952
136,194,0.40182430899065746,0.3409117196225955,0.4687679104388875,0.04845848704035673,0.5068745873768231,1,paintings-orient_214_thmb.jpg,0.21889043824234777,4.682236439125159
150,123,0.45266871707354106,0.2903333987962637,0.46488421276369624,0.05196594459466832,0.7016919396272638,1,paintings-orient_47_thmb.jpg,0.18939836815034716,5.324577574018583
135,195,0.583862071790016,0.40409314529171536,0.6578908440869224,0.03121307432948388,0.3247446913837228,1,paintings-orient_55_thmb.jpg,0.1764322002645655,4.537113029067056
150,124,0.3300036649807252,0.22035186134445428,0.6097060931899642,0.011164745093860704,0.3045575602753575,1,paintings-orient_59_thmb.jpg,0.08614184735496387,4.093030774049376
150,112,0.30635798835370376,0.3185572131595579,0.47594561157796444,0.06021889102040598,0.6673961524558091,1,paintings-orient_84_thmb.jpg,0.20735627562476916,5.481118947294894
150,125,0.5690939776938576,0.3242452827005845,0.5660825098039215,0.03908131289378547,0.5341034639487237,1,paintings-orient_99_thmb.jpg,0.18108514656850794,5.1258249212335425
250,337,0.14191070790337387,0.1213108573793271,0.817182242392506,0.02459582705624439,0.44762254717911404,1,paintings-select-gp.jpg,0.17255995489658302,4.7820587198717615
150,116,0.33863876731269577,0.39314891921143147,0.7324575163398693,0.022449597304897467,0.5227174635331576,1,paintings-thmbnls150--aq.jpg,0.17582965389387198,4.934805398425512
150,116,0.3146360076743644,0.31518224943695766,0.6121917962587333,0.019139691294022963,0.35116426458108385,1,paintings-thmbnls150-aa.jpg,0.11118926273796194,4.776272232936738
150,121,0.6784408305130473,0.483806165571017,0.5777047480149083,0.039499774824670236,0.647024745954993,1,paintings-thmbnls150-ab.jpg,0.177467822340115,4.897173066233643
135,172,0.45851410307706303,0.3618402452499358,0.7202455624799445,0.02892895759154404,0.3610478069164982,1,paintings-thmbnls150-ac.jpg,0.19958943434003296,4.481334373216695
133,205,0.6114718805416823,0.1943535236271352,0.5323761340222867,0.024835051089528853,0.3722357363924532,1,paintings-thmbnls150-ad.jpg,0.12437474623418678,4.757223871480922
130,195,0.14093747364738501,0.38237281070822754,0.6077351587577832,0.03926568360122896,0.533924267055819,1,paintings-thmbnls150-ar.jpg,0.18662631968026033,5.31404171320678
139,198,0.33693646397433896,0.21799183051738336,0.6045486605368112,0.02644308222247158,0.3443006808117418,1,paintings-thmbnls150-ba.jpg,0.16904180191032478,4.7809587222274965
129,171,0.4644669150071132,0.16373873208655917,0.47393878626748764,0.02432090298556409,0.34453429440470174,1,paintings-thmbnls150-bb.jpg,0.16188612918471781,4.809606503759797
136,191,0.24064150465399192,0.3746268115420428,0.5687278453112073,0.04104092179823718,0.5433104960216107,1,paintings-thmbnls150-bc.jpg,0.19844356530862575,5.141422366515701
131,189,0.36200679847673206,0.255794301419278,0.5346786947744888,0.03689429071255238,0.3793045398113349,1,paintings-thmbnls150-bd.jpg,0.1584004253965375,4.845199177852283
150,118,0.21835517167885718,0.297080833773342,0.8648731583028693,0.015458411515082414,0.4295250058727531,1,paintings-thmbnls150-bf.jpg,0.12958138985977957,5.226838146967387
150,131,0.1726270063181355,0.2700696416896109,0.6930110262934691,0.03900282022350245,0.6932182707871725,1,paintings-thmbnls150-bg.jpg,0.16058647310881152,5.457609722175303
150,121,0.22107619644526974,0.24978075032120348,0.7671361745800249,0.0341420414387114,0.5750706337934045,1,paintings-thmbnls150-bh.jpg,0.1723692146644974,5.428511744432053
138,187,0.4238115554457843,0.21387325758748996,0.7171604718768854,0.0196845487395733,0.32072809751795645,1,paintings-thmbnls150-bi.jpg,0.15453725967088414,4.834410740834725
150,179,0.21427525381994109,0.30817367979287646,0.77426647679556,0.04240080881502362,0.5728651814135313,1,paintings-thmbnls150-bj.jpg,0.2048857615369697,5.415231584257333
150,179,0.2737639250691134,0.3887824657970706,0.6333707233358893,0.054271767446086486,0.4288696794955594,1,paintings-thmbnls150-bu.jpg,0.16467318842319195,4.706920588001834
133,197,0.5900824383514245,0.2903221626804949,0.541101185331199,0.04640480606168639,0.37026670609771195,1,paintings-thmbnls150-bv.jpg,0.21496957653937557,4.581367369219348
150,121,0.3233943177185607,0.19103868147002953,0.7496204829039054,0.03342816940417812,0.47195518932344904,1,paintings-thmbnls150-by.jpg,0.20458022103896187,5.124800256932628
150,192,0.5177699340074178,0.33880918349985006,0.6828062363834422,0.05681248141738502,0.4470966971883834,1,paintings-thmbnls150-bz.jpg,0.232393160914447,4.985255516746232
139,181,0.17537967181850264,0.27533217282336586,0.7240993555496845,0.036116280818555495,0.5771021659329316,1,paintings-thmbnls150-ca.jpg,0.1973779935248273,5.34748953313249
141,175,0.44611425378136177,0.2080895714055783,0.5629505135387488,0.04434430872242282,0.3603426746146741,1,paintings-thmbnls150-cb.jpg,0.19794144524916085,4.767571916144414
150,188,0.2951144153325578,0.1773897306214208,0.6462177722152691,0.04835690631645836,0.38532718071114075,1,paintings-thmbnls150-cc.jpg,0.21430045224531355,4.71091513844564
139,194,0.6571178888477932,0.1600199206356861,0.33721243744846463,0.027507644703253502,0.2693219224453799,1,paintings-thmbnls150-cd.jpg,0.13343966117502062,4.107549562078462
150,188,0.20349793270960662,0.3352278650033923,0.7449567514949242,0.03856058929608487,0.3221246110110925,1,paintings-thmbnls150-ce.jpg,0.2518668839712915,4.455999033386202
150,184,0.39988422909404725,0.1946709213939187,0.5995441886899687,0.05005002598115326,0.6415042176727069,1,paintings-thmbnls150-cf.jpg,0.2251177780256691,5.182398894894432
139,202,0.34116916260112573,0.25131618792221033,0.7128113700070811,0.030440143061819726,0.45490503258316395,1,paintings-thmbnls150-ch.jpg,0.14140282423755413,5.174887521047374
137,179,0.5855321105571418,0.20983766130317252,0.44522381149988843,0.054805716147790805,0.559195696084252,1,paintings-thmbnls150-cj.jpg,0.22078045079108874,4.8498747111301785
142,180,0.3875452179413247,0.3240749866904601,0.6875588388720122,0.04438099314441455,0.44490317195145573,1,paintings-thmbnls150-cs.jpg,0.1731259727575513,5.002341930543827
150,124,0.4090583345148856,0.2524479375817772,0.6359787054606789,0.0488557504115945,0.5652516321298626,1,paintings-thmbnls150-dc.jpg,0.21533277030079637,5.034137713526083
150,101,0.5230797537899978,0.27478602285948095,0.5319293341098816,0.0930189217405279,0.6898096386354444,1,paintings-thmbnls150-dd.jpg,0.26967280161142504,5.088843970930847
150,124,0.6226733530254657,0.3793201915656514,0.671427999156652,0.024648538057105047,0.4704521009269573,1,paintings-thmbnls150-de.jpg,0.2086046131698065,4.946729844225923
150,183,0.4307819002465685,0.19721267341618176,0.7551731133254759,0.04181184693004111,0.43505430708155624,1,paintings-thmbnls150-df.jpg,0.20474129253079237,5.133528764649491
150,111,0.5231199662514352,0.396068362175516,0.7174129423541189,0.03550278459174145,0.7803922316261874,1,paintings-thmbnls150-dg.jpg,0.17326957401146734,5.116467216800601
130,189,0.2837863204784536,0.34841819933072654,0.8421719457013576,0.022791261218706282,0.4235667727890616,1,paintings-thmbnls150-dh.jpg,0.1869610576452867,5.368946178526821
131,179,0.4873991432322203,0.22022490792359123,0.6491038122784617,0.040712198932519886,0.5091014636820896,1,paintings-thmbnls150-dr.jpg,0.20227692092896493,5.171739445080757
148,187,0.3361658948313368,0.20708920610364642,0.6550776633821617,0.06466020325758759,0.4394340405440549,1,paintings-thmbnls150-ds.jpg,0.1990747528745639,4.852870479391526
130,179,0.26443422904892333,0.19890978807816645,0.720023761975783,0.024747429789665147,0.374447695763406,1,paintings-thmbnls150-dt.jpg,0.14732854091781952,4.878397935818846
150,186,0.21892012872649722,0.236125116318613,0.6065913275704546,0.030972986735265773,0.4215178743182546,1,paintings-thmbnls150-du.jpg,0.15247046507869572,4.852547567886898
150,131,0.36055968418247997,0.28225131384542146,0.6910550316818838,0.0245512158910331,0.38707694111209967,1,paintings-thmbnls150-dv.jpg,0.1261841567796453,4.726590760609274
149,113,0.540532454160749,0.29960882893404683,0.644853363332623,0.026396318398138167,0.6410737648337508,1,paintings-thmbnls150-dx.jpg,0.1801929554983411,5.420367661438831
150,111,0.32758428768456765,0.3655185203710601,0.6594943178472591,0.058005429509423244,0.6084124811359656,1,paintings-thmbnls150-dy.jpg,0.26229976623018725,5.207444613484989
150,126,0.537781814151284,0.311858899771995,0.5657572362278244,0.023787007895968843,0.3579264900327876,1,paintings-thmbnls150-ea.jpg,0.13282609849284124,4.405845407963499
150,177,0.4149101752824233,0.32891179298015694,0.7927289243380968,0.01077311624944474,0.30512892448715406,1,paintings-thmbnls150-eb.jpg,0.1151456686074863,4.510786675606006
139,214,0.31896917318384527,0.2556838541564551,0.6291324060048277,0.023934265413034603,0.3403325351693793,1,paintings-thmbnls150-ec.jpg,0.1196047969326483,4.705208039300224
150,120,0.514263189179792,0.17117772777042983,0.6619488017429194,0.021878572200388267,0.30490491961459754,1,paintings-thmbnls150-ed.jpg,0.1508813032420883,4.683760803559104
150,177,0.5259050306900847,0.25932574413521364,0.6833778664007977,0.03136464329665264,0.3407748235114093,1,paintings-thmbnls150-ee.jpg,0.17418956695814256,4.6254870328963635
150,102,0.2399783538494616,0.14403020554082968,0.6337747020376777,0.046793231553061025,0.6154480576634459,1,paintings-thmbnls150-ef.jpg,0.22894065494624027,5.048837283855925
150,201,0.6331602483210925,0.1956045821898568,0.4122215068448607,0.04393259890848462,0.2071807004445112,1,paintings-thmbnls150-eg.jpg,0.21984001200514133,4.107501824764791
150,195,0.41255285382432827,0.3810228055281851,0.642988838612368,0.029987100611169378,0.4569168780106345,1,paintings-thmbnls150-eh.jpg,0.16805116269995393,4.773476166778481
150,95,0.40502243598333637,0.2549339567832418,0.5653886480908152,0.07512810651216965,0.73898977906799,1,paintings-thmbnls150-ei.jpg,0.2655750188560747,5.23732268470225
130,205,0.5632788788331181,0.15271034772758874,0.7213935180075781,0.021684776089461566,0.3980730292607111,1,paintings-thmbnls150-el.jpg,0.13988696708198997,4.951804666008855
143,212,0.3928960016634235,0.2818807693784938,0.5325101092026729,0.080831845889663,0.5804180710735471,1,paintings-thmbnls150-en.jpg,0.22208712472582737,5.057284510305826
133,203,0.32111039046936424,0.27144782956021746,0.516952189224147,0.036041087266366394,0.41622308254038143,1,paintings-thmbnls150-eo.jpg,0.1606040076875124,4.6416444613093795
150,190,0.2913768679545866,0.21435981686318792,0.6173282421740626,0.05814396062619095,0.44127312627404747,1,paintings-thmbnls150-ep.jpg,0.22740977629967576,5.0592929101026
150,196,0.22438178322524288,0.3508800150543604,0.6528855542216887,0.08031486167560263,0.5745462189652503,1,paintings-thmbnls150-eq.jpg,0.2624372297710877,4.978471780047867
150,191,0.2409032408213682,0.29519318774382763,0.6507979331348596,0.06171973270017185,0.6154892028936066,1,paintings-thmbnls150-er.jpg,0.24049010842261362,5.239845029978707
140,180,0.4218140200550069,0.2716651395050583,0.776358543417367,0.030969247132404162,0.4629617092538699,1,paintings-thmbnls150-es.jpg,0.16494884405885094,4.807189253436191
150,129,0.14105893542191655,0.2709909963035597,0.8098637077570048,0.019010810195310673,0.5762860047292591,1,paintings-thmbnls150-et.jpg,0.15436806235066292,5.4297494593246425
150,180,0.2939528900548659,0.23567941840631776,0.7149516339869282,0.034365798036652566,0.41383188348766015,1,paintings-thmbnls150-eu.jpg,0.2022344114171345,5.151225378791243
150,222,0.4072333718845235,0.13298094893739743,0.6092219278101632,0.02422439027985108,0.3409257186474668,1,paintings-thmbnls150-ev.jpg,0.16845439516360808,4.820650728751782
150,199,0.3190947778188919,0.21357673537070074,0.6336688672118764,0.03955984766938675,0.4680561441373681,1,paintings-thmbnls150-ew.jpg,0.20554616593135763,5.022649104857981
150,187,0.22786480943749418,0.23807960807741124,0.6887306280801091,0.03630528775541649,0.46444989006731785,1,paintings-thmbnls150-ex.jpg,0.21238322247861977,5.108931698279817
150,203,0.2671681294754581,0.35467561184625274,0.6436901381242152,0.050643527278162355,0.7934755455629044,1,paintings-thmbnls150-ey.jpg,0.20061939093862038,5.50009791691098
150,107,0.20902528563698414,0.3673791082562783,0.7088996396066214,0.01741906175973722,0.4412232352342776,1,paintings-thmbnls150-ez.jpg,0.178208939288297,5.123990091438593
150,189,0.39676070928053564,0.29817358567958024,0.697656880035965,0.04136569289775915,0.5095925315232741,1,paintings-thmbnls150-fd.jpg,0.22536575091987043,5.107314087048393
140,172,0.14314326726501783,0.3291682244164808,0.6877980261872192,0.02890621075562538,0.45991659233755305,1,paintings-thmbnls150-fe.jpg,0.19573439214270064,5.079973407673441
134,179,0.2929350497622353,0.3461322100662179,0.5409467614278264,0.05528648516770663,0.533986089274249,1,paintings-thmbnls150-ff.jpg,0.2103068087673533,5.12116300341426
150,127,0.27200459635143126,0.28809120265308386,0.6888849776130924,0.047996186120796695,0.7516177323222079,1,paintings-thmbnls150-fh.jpg,0.2277246144606496,5.538949697425748
150,195,0.2688529842997817,0.34239224590573414,0.7111723814312051,0.05237126769425124,0.5536329324448819,1,paintings-thmbnls150-fi.jpg,0.2263343990458561,5.1513938644844375
125,188,0.40275851446982464,0.41280775116071405,0.6548153525239884,0.047800831783408854,0.7122216259983437,1,paintings-thmbnls150-fj.jpg,0.23370384274020242,5.30120526877612
150,129,0.23678593988206872,0.3285306879763598,0.5524438364493084,0.055063015738955404,0.5005781815523032,1,paintings-thmbnls150-fk.jpg,0.21072864413786896,5.015897130275137
144,183,0.29360505660034547,0.3279486378541237,0.6678341190756812,0.03653339133064397,0.29467357124088,1,paintings-thmbnls150-fl.jpg,0.14553021410256858,4.567852896189939
150,92,0.20492447817744938,0.4467316006082562,0.6629235578289286,0.08965141101967392,0.6023846384446878,1,paintings-thmbnls150-fm.jpg,0.20184507041587957,5.1252770496565265
137,183,0.2773995873137697,0.1745906076942794,0.6995269121968121,0.03517246200013155,0.33707037346322616,1,paintings-thmbnls150-fo.jpg,0.1692635553317934,4.915486602418698
