width,height,mean_hue,mean_saturation,mean_brightness,variance_brightness,sum_edge,matis,Picturesource,RMS_contrast,AVG_entropy
150,185,0.33784668930125894,0.3098702847481881,0.5892527821939587,0.05484117412465304,0.5867149885250998,1,paintings-thmbnls150-fp.jpg,0.21866641481478596,5.1156138466669105
150,182,0.3536468921517124,0.3233277018615724,0.6492652445593623,0.04274956174371362,0.3977051755738779,1,paintings-thmbnls150-fq.jpg,0.18545676244339385,4.980838616020423
120,198,0.20463073509730528,0.3702093409804284,0.6650932527893313,0.04495728278854441,0.8171198342318208,1,paintings-thmbnls150-fr.jpg,0.18162160322341037,5.427857667556121
150,206,0.470651865238933,0.30551260189113805,0.5642101656196459,0.037952859182247375,0.48685864730533257,1,paintings-thmbnls150-fs.jpg,0.15106708018989132,4.765329142563487
150,209,0.5368508583922847,0.20020530058206296,0.5422607499140006,0.031605388615241266,0.517852092350523,1,paintings-thmbnls150-ft.jpg,0.15863811913694448,5.085250577377401
150,182,0.23293089045741175,0.35650431726984055,0.7275618760324642,0.03818490728084816,0.40006706858486535,1,paintings-thmbnls150-fu.jpg,0.1981071860608671,5.069361289994094
150,153,0.4289754581280804,0.3947408710027469,0.5786048101157675,0.06086730885977107,0.6898427457315229,1,paintings-thmbnls150-fw.jpg,0.19254625739430112,5.2499499408194295
125,205,0.12881730529818608,0.2531653072646699,0.7164480153036826,0.03872493102711377,0.22946518462253176,1,paintings-thmbnls150-fz.jpg,0.15612479026914106,4.379388379566639
150,196,0.3673192780164319,0.43674324828810623,0.47972869147659064,0.13609911231442023,0.6002371221612736,1,paintings-thmbnls150-ga.jpg,0.337565084112228,4.692085640191166
150,108,0.29383441143407946,0.325350958582396,0.6044747034616315,0.05673499812717852,0.7488127506273724,1,paintings-thmbnls150-gb.jpg,0.20990555958584994,5.383190549950609
150,189,0.249512806034341,0.5561833026278705,0.7157580661894388,0.058455813019266174,0.6269853562703961,1,paintings-thmbnls150-gc.jpg,0.21334268709657722,5.096634412993505
150,191,0.2530099858769654,0.19004834879711605,0.7999572939123294,0.014654508422953802,0.42452499553583806,1,paintings-thmbnls150-gd.jpg,0.15098690170959567,5.012162072117264
150,120,0.1990280505801657,0.26662205911534237,0.8381126361655775,0.023875886104157473,0.3839665652997655,1,paintings-thmbnls150-gi.jpg,0.16629869250245763,4.651402448077723
150,190,0.38614463873824634,0.18928854846051266,0.5826538699690403,0.03633401737605715,0.5903827964878894,1,paintings-thmbnls150-gj.jpg,0.1939519115318964,5.150807689935056
150,131,0.3624492221387825,0.21477647911928216,0.7689303996407724,0.02753966715217424,0.5353954066090435,1,paintings-thmbnls150-gk.jpg,0.16412548891945494,5.229967126037817
150,105,0.27795356012552586,0.14190219343354243,0.5930666666666667,0.042292426499697916,0.7084654778760661,1,paintings-thmbnls150-gl.jpg,0.20244744125736572,5.388782237860794
141,193,0.5540914800295124,0.45270869643774203,0.5418601115527973,0.018766479641003357,0.3153161770546415,1,paintings-thmbnls150-glimpse.jpg,0.14691606372997584,4.604252039633756
137,207,0.4818670594524309,0.3807807441035305,0.7055813107710731,0.07613369192074441,0.43964885160915446,1,paintings-thmbnls150-gm.jpg,0.25846668314506854,5.2031667361045395
150,114,0.4055543792127602,0.28873473105664277,0.5773736956771012,0.07389532600690063,0.5681836610866331,1,paintings-thmbnls150-gn.jpg,0.22430688078529668,5.131279768580733
150,119,0.2844767253314584,0.15234261835683752,0.5924448838358873,0.03769844239016818,0.5399425713800343,1,paintings-thmbnls150-go.jpg,0.1833707198411573,5.385371974701315
124,193,0.2263608144755368,0.2667684391415739,0.5310112311680482,0.056155926245729695,0.6515655514538199,1,paintings-thmbnls150-goldfish.jpg,0.19666588367938795,5.426660933287265
137,179,0.3149326610525257,0.0894426452295272,0.834943266545292,0.0118204529406601,0.5156480442874077,1,paintings-thmbnls150-hma308.jpg,0.11817135426274261,5.1967613825179315
150,185,0.5195426115554496,0.2195457979800209,0.5350021550962728,0.023352807581488406,0.4863621763253667,1,paintings-thmbnls150-hma313.jpg,0.14014386562313083,5.19304440634981
128,188,0.545709178340419,0.3888461564264087,0.6257025383291615,0.01615085483060299,0.34886149593383403,1,paintings-thmbnls150-hma322.jpg,0.11086075692572502,4.647465953660322
150,186,0.4837888236071346,0.16531861744031445,0.44907400379506646,0.039425052471925175,0.33219249078515045,1,paintings-thmbnls150-hma340.jpg,0.19904869206804793,4.756223412023394
150,191,0.5078661780631314,0.21226638189159425,0.4401982000479075,0.06588861908615591,0.5473547592963091,1,paintings-thmbnls150-hma96.jpg,0.2504447489792172,4.986275998728565
150,226,0.40889623684653364,0.21939725245730496,0.4035112499276997,0.04763196722517246,0.4530999260985184,1,paintings-thmbnls150-hma97.jpg,0.20559525622987834,4.7931553341896445
150,121,0.6875964967599723,0.18322403081932076,0.4899316156214552,0.03654677885565756,0.36516512918904026,1,paintings-thmbnls150-pntng43sm.jpg,0.20398128700260612,4.4897701693050145
150,194,0.2661101553126348,0.2248482067757773,0.6509758102553737,0.032074373699925045,0.5938756537136306,1,paintings-thmbnls150-q_109.jpg,0.16939442695454338,5.4129367522720315
150,191,0.12512893293725336,0.21435025898957066,0.8508915580193683,0.013592916295930972,0.3097639081238092,1,paintings-thmbnls150-q_133.jpg,0.12960585463838456,4.601830140120205
143,180,0.38698902092667203,0.7048894110651153,0.6961565885095297,0.05799737939288434,0.41317630480201567,1,paintings-thmbnls150-q_152.jpg,0.18767259866190164,4.179589486143946
150,198,0.32290708540118096,0.37105184448507056,0.5598014128210206,0.07931706051303507,0.49177578421402146,1,paintings-thmbnls150-q_84.jpg,0.2428588612750111,4.884912957903075
120,191,0.5787146561526787,0.5002118926432951,0.37581117612839204,0.07821335192570161,0.480785776371284,1,paintings-thmbnls150-q_85.jpg,0.25256140135742894,4.927423374402748
150,183,0.3275990354501075,0.3129303249862127,0.5011643272974035,0.054250437648288095,0.4442589352221655,1,paintings-thmbnls150-self.jpg,0.245269815800822,4.852201463547705
150,113,0.491444623225526,0.5922233120173427,0.5969097113771763,0.07298590024375973,0.9618920476205037,1,paintings-thmbnls150-stilllifea_sm.jpg,0.22873048656428088,5.470943327985285
150,116,0.19838611895422537,0.4618360637003038,0.7238190218616184,0.04849189312864768,0.7717826673617947,1,paintings-thmbnls150-stilllifeb_sm.jpg,0.18334476673700967,5.254856908310408
149,188,0.18915436498175286,0.2204404439094696,0.5872906009469331,0.05490998416434887,0.657061137608619,1,paintings-thmbnls150-zb.jpg,0.21315024121834697,5.305850322338453
142,190,0.247459395605991,0.42497952742319284,0.6124182037529615,0.09702055335264011,0.49838256266936243,1,paintings-thmbnls150-zc.jpg,0.3014534050684906,5.063866460173814
150,99,0.28986269663565556,0.3489065215576574,0.4966359014986466,0.06400599656546888,0.6507995670681718,1,paintings-thmbnls150-zd.jpg,0.22922328216580481,5.315705756176852
149,180,0.18271397568713985,0.41189718684763815,0.3919727741954351,0.041855363894797284,0.4659815495389308,1,paintings-thmbnls150-zl.jpg,0.16175615563522378,4.767708084463176
150,185,0.17649697624702237,0.3667365245082906,0.7095939233350997,0.03456676464720464,0.5296928679533004,1,paintings-thmbnls150-zn.jpg,0.20249804172152613,5.148838404509904
127,192,0.3111882599486844,0.4384718903920093,0.6246214168081932,0.06545912412035867,0.3702905197037199,1,paintings-thmbnls150-zp.jpg,0.23907285811606194,4.759942006585013
150,103,0.1555441015945731,0.5636532789924614,0.6970972777460499,0.03425805672393115,0.6233153612010727,1,paintings-thmbnls150-zq.jpg,0.18006289701975167,5.30731708280369
150,190,0.5986812136457048,0.1796340687067118,0.49635830753353977,0.02944504952164502,0.38675515612667266,1,paintings-thmbnls150-zx.jpg,0.15288538607708366,4.493796665622642
112,200,0.19543199605194814,0.5874779503788959,0.4528354341736694,0.11850660303287981,0.43340247964033335,0,images-works-101_s.jpg,0.27957292508284287,4.135207202727619
143,200,0.25506412517430316,0.35662664655422693,0.48695817907582617,0.05663705608782938,0.36427270812193063,0,images-works-102_s.jpg,0.2116093274604997,4.801451345376087
163,200,0.2322958414269607,0.4234246594170574,0.45497606159028026,0.043691594955335915,0.4108768729755163,0,images-works-106_s.jpg,0.19721316248787182,5.0359189667857445
138,200,0.25816793800446747,0.24022754647970818,0.5393452685421994,0.025192546826665236,0.2398388361072931,0,images-works-108_s.jpg,0.17816327102520044,4.5394352093761015
158,200,0.4289923418757016,0.3312409928783139,0.4435140233308514,0.0860809602506425,0.7579640922212226,0,images-works-1107_s.jpg,0.28436655598172306,5.360789524817685
155,200,0.3161369099618393,0.05160756434051599,0.8719163820366858,0.007799930659807862,0.3418324288246425,0,images-works-117_s.jpg,0.08665965228413597,4.263642885604261
221,200,0.1774727030614595,0.7415404861777389,0.4698556472362701,0.06701584337044181,0.47323433613442123,0,images-works-120_s.jpg,0.22884358861821205,4.445375621525377
239,200,0.2757600096272171,0.4592888950069451,0.4921829518418246,0.07531861735973294,0.33306252330916813,0,images-works-122_s.jpg,0.23517876396126478,4.045328354896586
