Picturesource,Painting,Year,Portrait,RMS_contrast,AVG_entropy,RMS_contrast_log,AVG_entropy_log,erotic_charge
images-works-2142_s.jpg,"('reading (marie-therese)', 1932)",1932,1.0,0.16960519101491675,5.131566235671578,-2.559747768518858,2.3593992265278763,-0.10017427099549092
images-works-1712_s.jpg,"('woman leaning', 1937)",1937,1.0,0.2299941613823293,4.6470396254756015,-2.1203308574206488,2.2163119468140793,0.047990544696715265
images-works-2553_s.jpg,"('oprofil d`olga the bun', 1917)",1917,0.0,0.2766527781606267,5.0514431382386125,-1.8538516834202543,2.336695607854356,0.2414219622170508
images-works-3095_s.jpg,"('bathers who dry up', 1909)",1909,1.0,0.20972368703305602,5.45632605475595,-2.253438280495186,2.4479298583511557,0.09724578892798497
images-works-1696_s.jpg,"('portrait of dora maar', 1937)",1937,1.0,0.2644450783674206,4.725265784972259,-1.918959969502396,2.240395479783919,0.1607177551407616
images-works-1495_s.jpg,"('weeping woman (weeping woman)', 1937)",1937,1.0,0.2343158109589001,5.162507137690849,-2.093473788478078,2.3680718712059954,0.13729904136395876
images-works-2647_s.jpg,"('portrait of olga', 1919)",1919,0.0,0.11331055717466232,4.229480554888964,-3.141645811187177,2.0804804891365287,-0.5305826610253241
images-works-1982_s.jpg,"('marie-therese walter with a hat', 1936)",1936,1.0,0.2647737362666208,4.618102922835607,-1.9171680710695753,2.207300326557214,0.14506612774381944
images-works-1518_s.jpg,"('woman leaning', 1938)",1938,1.0,0.2795122598665568,4.367340256022411,-1.8390165314583176,2.126754934725544,0.14386920163361328
images-works-1525_s.jpg,"('portrait of marie-therese', 1937)",1937,1.0,0.23924625323117546,4.940055954354894,-2.0634317636436847,2.30452738282476,0.12054780959053768
images-works-1609_s.jpg,"('portrait of maya', 1939)",1939,0.0,0.18639934698783092,4.587352204123874,-2.4235312890747194,2.1976616777787696,-0.11293480564797487
images-works-2479_s.jpg,"('portrait of olga', 1921)",1921,0.0,0.22460202621084974,4.952314514860826,-2.154557152050188,2.308102941091192,0.07677289452050196
images-works-2263_s.jpg,"('portrait of olga khokhlova', 1918)",1918,0.0,0.08719220027457568,4.475254711011428,-3.5196571044109786,2.1619697963110807,-0.678843654049949
images-works-1462_s.jpg,"('portrait of dora maar', 1939)",1939,1.0,0.2505265460352256,4.490984559939139,-1.9969646140047395,2.1670317621224897,0.08503357405887513
images-works-262_s.jpg,"('woman ironing', 1904)",1904,1.0,0.19415090087842893,5.374176082184626,-2.3647496933848475,2.4260435913050933,0.030646948960122877
images-works-2216_s.jpg,"('maya has three months', 1935)",1935,0.0,0.12307585231265633,4.217131122663194,-3.022380364471721,2.0762618798278574,-0.47305924232193175
images-works-1742_s.jpg,"('portrait of dora maar', 1937)",1937,1.0,0.2990441528585729,4.319847455968716,-1.7415695856900906,2.1109803683139567,0.1847053913119331
images-works-1529_s.jpg,"('head of a woman (marie-therese walter)', 1939)",1939,1.0,0.12602288096161907,4.053194927431571,-2.9882423988369773,2.019059559563504,-0.4845914196367367
images-works-2595_s.jpg,"('portrait of olga', 1923)",1923,0.0,0.18374730607367007,4.9173129260561765,-2.4442049961908596,2.297870167748377,-0.07316741422124129
images-works-2633_s.jpg,"('dancer sitting (olga picasso)', 1920)",1920,0.0,0.10311597766098804,4.421039985236474,-3.277660201499186,2.14438578252575,-0.5666372094867178
images-works-2078_s.jpg,"('bust of dora maar', 1936)",1936,1.0,0.3675274464452479,3.9671037902797566,-1.4440761024298077,1.9880861428230236,0.272005020196608
images-works-2442_s.jpg,"('portrait of olga', 1921)",1921,0.0,0.2255072337381841,4.55206131499343,-2.14875438242302,2.1865199904742822,0.018882804025631028
images-works-1563_s.jpg,"('head of a woman', 1939)",1939,1.0,0.22213935894967296,5.456762864523836,-2.1704630607112936,2.448045349627904,0.1387911444583052
images-works-2281_s.jpg,"('portrait of olga', 1917)",1917,0.0,0.1976367861199542,4.429453403691672,-2.3390765942529286,2.1471286806230863,-0.09597395681492116
images-works-1719_s.jpg,"('portrait of woman', 1937)",1937,1.0,0.23151580300563646,4.825432337419747,-2.1108174213166193,2.2706582072737445,0.07992039297856257
images-works-1731_s.jpg,"('portrait of a woman (olga)', 1920)",1920,0.0,0.2253249475141889,4.282021214564825,-2.149921040246696,2.0982919433347376,-0.025814548455979303
images-works-3378_s.jpg,"('portrait of fernande olivier headscarf', 1906)",1906,1.0,0.13210587365879234,4.854954959491477,-2.920233482125282,2.279457911500348,-0.32038778531246703
images-works-2583_s.jpg,"('mother and child', 1921)",1921,0.0,0.17270553556386312,5.068585832534512,-2.533613769967563,2.341583282341229,-0.09601524381316695
images-works-1528_s.jpg,"('portrait of woman in green collar (marie-therese walter)', 1938)",1938,1.0,0.18442284576288365,5.171274757727239,-2.438910711206489,2.3705199594490143,-0.034195375878737444
images-works-2298_s.jpg,"('woman sitting in an armchair', 1923)",1923,1.0,0.15497881655752438,4.969453873641903,-2.6898570622005042,2.313087313139597,-0.18838487453045372
images-works-1929_s.jpg,"('woman portrait with wreath', 1937)",1937,1.0,0.2798320650589957,4.992528551971934,-1.837366809114148,2.319770678379419,0.2412019346326355
images-works-1263_s.jpg,"('woman in an armchair', 1938)",1938,1.0,0.2200856682481193,4.688514231786011,-2.183862893413286,2.2291308118595063,0.02263395922311018
images-works-2157_s.jpg,"('woman holding a book (marie-therese walter)', 1932)",1932,1.0,0.26241953099032306,4.864541237320563,-1.9300529960659392,2.282303754471852,0.17612537920295634
images-works-2587_s.jpg,"('portrait of olga', 1923)",1923,0.0,0.1418274810326113,3.877762656589229,-2.8177909931409193,1.9552245041562988,-0.43128324449231026
images-works-2511_s.jpg,"('portrait of olga', 1923)",1923,0.0,0.19116569333598196,3.8589418184079936,-2.387104454910191,1.9482052924080535,-0.21944958125106884
images-works-1991_s.jpg,"('female bust', 1934)",1934,1.0,0.2756468637635925,4.878675093776,-1.859106907963878,2.2864894069765485,0.21369124950633522
images-works-2556_s.jpg,"('woman standing leaning (olga)', 1919)",1919,0.0,0.2762167112245377,5.1363464327621715,-1.8561274890081083,2.3607425116449186,0.2523075113184051
images-works-1773_s.jpg,"('head of a woman (dora maar)', 1937)",1937,1.0,0.29262851832932285,4.429144262309895,-1.7728577196440443,2.1470279882211014,0.18708513428852858
images-works-2575_s.jpg,"('woman with hat sitting in a chair', 1920)",1920,1.0,0.14426174574323827,4.759358842536934,-2.7932393074852135,2.2507672338283933,-0.27123603682841013
images-works-2283_s.jpg,"('composition with character [woman with arms crossed]', 1920)",1920,1.0,0.19928922768722754,4.8620616028802175,-2.3270643655545284,2.2815681725946897,-0.022748096479919377
images-works-2083_s.jpg,"('woman in an armchair', 1927)",1927,1.0,0.2433516725878448,4.185441446730159,-2.0388854044053355,2.065379794680305,0.013247195137484846
images-works-2276_s.jpg,"('olga khokhlova', 1917)",1917,0.0,0.17417965663679866,5.087593189294371,-2.521351961094483,2.3469833154234143,-0.08718432283553423
images-works-2589_s.jpg,"('portrait of olga', 1921)",1921,0.0,0.20792019702266212,4.620799908357502,-2.2658981888836043,2.2081426187253212,-0.028877785079141516
images-works-1736_s.jpg,"('woman sitting in an armchair', 1941)",1941,1.0,0.2399874827584897,4.896849554084668,-2.0589689350252045,2.291853872805896,0.11644246889034582
images-works-2457_s.jpg,"('maternity', 1923)",1923,0.0,0.10498517208058836,4.516720542697391,-3.251742516295265,2.1752756545022787,-0.5382334308964931
images-works-2450_s.jpg,"('olga writing', 1920)",1920,0.0,0.23397706986304595,5.064645791497055,-2.095560944633483,2.340461374116292,0.1224502147414046
images-works-2028_s.jpg,"('bust of dora maar', 1936)",1936,1.0,0.2485916941720003,4.069045319063431,-2.0081500003354393,2.0246903485423617,0.008270174103461203
images-works-1471_s.jpg,"('woman leaning 1', 1939)",1939,1.0,0.20210956697762625,4.796490242949275,-2.3067904807179374,2.261979122247945,-0.022405679234996256
images-works-1726_s.jpg,"('weeping woman', 1937)",1937,1.0,0.2641342830123632,5.4808076222771325,-1.9206565282479904,2.4543884966172995,0.26686598418465457
images-works-1613_s.jpg,"('female figure bust', 1940)",1940,1.0,0.2341559383734182,5.2642454000739,-2.0944584685384293,2.396226743863722,0.1508841376626464
images-works-1453_s.jpg,"('female bust', 1940)",1940,1.0,0.194807177673976,4.614903291595377,-2.359881260363004,2.206300415542203,-0.07679042241040057
images-works-175_s.jpg,"('portrait of maya with her doll', 1938)",1938,0.0,0.3602535453692341,4.373403917837884,-1.4729154663986692,2.128756598670888,0.3279205661361094
images-works-2154_s.jpg,"('seated woman', 1923)",1923,1.0,0.16000403517524595,4.894458065796403,-2.6438198056877957,2.2911491276387794,-0.17633533902450815
images-works-1641_s.jpg,"('head of a woman (dora maar)', 1939)",1939,1.0,0.24886225304763376,4.05535159080664,-2.0065806732095206,2.0198269986162245,0.006623162703351948
images-works-1550_s.jpg,"('portrait of woman in d`hermine pass (olga)', 1923)",1923,0.0,0.270697862843542,4.716522966921135,-1.8852445973499812,2.2377236928625748,0.1762395477562968
images-works-125_s.jpg,"('portrait of olga picasso', 1923)",1923,0.0,0.2103794758841194,4.660423943496376,-2.2489341292518943,2.2204611980899434,-0.014236465580975466
images-works-911_s.jpg,"('seated woman', 1938)",1938,1.0,0.2295634517878532,4.857225288028472,-2.123035122392638,2.2801324030558376,0.0785486403315998
images-works-2190_s.jpg,"('female bust', 1936)",1936,1.0,0.2025327469517308,4.7042945887206695,-2.3037729027157967,2.2339784063432973,-0.03489724818624973
images-works-1722_s.jpg,"('weeping woman', 1937)",1937,1.0,0.2709639949646509,4.010896617001545,-1.8838269323742944,2.003924780397902,0.06004892401180373
images-works-1526_s.jpg,"('woman lengthened on a sofa (dora maar)', 1939)",1939,1.0,0.2793830736919617,5.082537598885951,-1.8396834765751158,2.3455489826771236,0.25293275305100393
images-works-3010_s.jpg,"('head of a woman (fernande olivier)', 1909)",1909,1.0,0.16024194561631072,4.7853410857674366,-2.6416762516872447,2.258621759655426,-0.19152724601590942
images-works-2702_s.jpg,"('portrait of olga', 1923)",1923,0.0,0.17609666917533146,4.607766470712627,-2.505560473677794,2.204067600442927,-0.15074643661743337
images-works-1483_s.jpg,"('woman in satin bodice (portrait of dora maar)', 1942)",1942,1.0,0.20101533362533627,4.403813296034658,-2.3146225392469546,2.1387533057336494,-0.0879346167566526
images-works-2449_s.jpg,"('olga bedridden', 1921)",1921,0.0,0.14153518187079855,5.144430197483672,-2.820767381748047,2.363011291543239,-0.22887804510240395
images-works-2310_s.jpg,"('olga picasso', 1923)",1923,0.0,0.16682225902159575,4.582910208124663,-2.5836162950882064,2.196264019606553,-0.1936761377408267
images-works-1706_s.jpg,"('woman with blue collar (portrait d`inez)', 1941)",1941,1.0,0.18764694125820647,3.8141643146200943,-2.413907321143062,1.931366996451216,-0.24127016234592302
images-works-2112_s.jpg,"('portrait of marie-therese walter', 1936)",1936,1.0,0.12434059207777708,4.430835359887795,-3.0076307411419343,2.1475787204401264,-0.43002601035090393
images-works-2890_s.jpg,"('man sitting at the glass [woman and man]', 1914)",1914,1.0,0.20464382741095694,4.6088369230238415,-2.288812942877447,2.204402720916678,-0.042205110980384486
images-works-33_s.jpg,"('woman with a crow', 1904)",1904,1.0,0.1589295716711146,4.569744144289577,-2.6535405061737056,2.192113392395422,-0.23071355688914186
images-works-1107_s.jpg,"('female bust', 1940)",1940,1.0,0.28436655598172306,5.360789524817684,-1.8141762936307693,2.422445493156397,0.30413459976281376
images-works-1670_s.jpg,"('the woman with the cat', 1937)",1937,1.0,0.2447295684524033,4.582848585664067,-2.0307396751924136,2.1962446207940136,0.0827524728008
images-works-2291_s.jpg,"('mother and child', 1921)",1921,0.0,0.1874373956815848,5.032967349136891,-2.4155192807260693,2.331409238528023,-0.04205502109902315
images-works-1718_s.jpg,"('weeping woman', 1937)",1937,1.0,0.29829789061437584,5.3658890637850645,-1.7451743190611666,2.423817228138955,0.3393214545388942
images-works-1728_s.jpg,"('weeping woman with handkerchief iii', 1937)",1937,1.0,0.341307915141436,4.550488778287317,-1.5508542230732378,2.1860215167703543,0.3175836468485582
images-works-3102_s.jpg,"('head of a woman', 1908)",1908,1.0,0.12846881577618005,5.2074935342992035,-2.9605098894364557,2.380589142995588,-0.2899603732204339
images-works-1480_s.jpg,"('portrait of dora maar', 1942)",1942,1.0,0.22329542583474726,4.435926733467356,-2.162974396763773,2.149235537245291,-0.006869429759241097
images-works-2011_s.jpg,"('seated woman', 1937)",1937,1.0,0.24464318319485565,4.433907674884235,-2.0312490112089567,2.1485787299766677,0.05866485938385546
images-works-1936_s.jpg,"('dora maar in d`oiseau form', 1936)",1936,1.0,0.15961149633256866,4.968727343875758,-2.647363526631227,2.312876376979428,-0.16724357482589958
images-works-1792_s.jpg,"('female bust (dora maar)', 1938)",1938,1.0,0.2995954303957308,4.290123279696352,-1.7389124757492245,2.1010191051726417,0.1810533147117086
images-works-1535_s.jpg,"('portrait of woman', 1937)",1937,1.0,0.24137287744363065,4.722952735218222,-2.0506645222573177,2.239689097841331,0.0945122877920066
images-works-1598_s.jpg,"('woman sitting in an armchair', 1940)",1940,1.0,0.2335535467212132,5.105454403199738,-2.0981747409577616,2.352039371694295,0.12693231536826666
images-works-4055_s.jpg,"('young girl with a flower basket', 1905)",1905,1.0,0.2572322633179499,2.733015145697597,-1.9588564910641681,1.450493454944277,-0.2541815180599456
images-works-1621_s.jpg,"('dora maar with a cat', 1941)",1941,1.0,0.3458991083584025,4.979342787142365,-1.5315768000795829,2.3159553366105396,0.3921892682654784
images-works-2172_s.jpg,"(""woman sitting near a window (femme assise pres d'une fenetre)"", 1932)",1932,1.0,0.2537627883552096,4.49354452904225,-1.9784475662575338,2.167853898662593,0.0947031662025295
images-works-4053_s.jpg,"('seated woman in blue dress', 1939)",1939,1.0,0.1462135827106081,4.933578054395677,-2.7738507562439145,2.302634334028507,-0.2356082111077038
images-works-2244_s.jpg,"('profile female bust', 1932)",1932,1.0,0.2619925799791118,4.519896422074894,-1.932402141822826,2.1762897122265104,0.12194378520184213
images-works-1760_s.jpg,"('woman sitting in an armchair', 1941)",1941,1.0,0.14217920146960997,4.642326369641176,-2.814217657575867,2.214847952090253,-0.2996848527428069
images-works-2693_s.jpg,"(""head and woman's hand"", 1921)",1921,1.0,0.2027687959405324,4.721894546810112,-2.302092441587401,2.23936582248716,-0.031363309550120455
images-works-1702_s.jpg,"('woman with hat (dora maar)', 1938)",1938,1.0,0.11286802309254558,4.62579301502863,-3.147291284243275,2.2097007128239627,-0.46879528570965623
