,Picturesource,Painting,Year,Portrait,RMS_contrast,AVG_entropy
50,images-works-2078_s.jpg,"('bust of dora maar', 1936)",1936,1.0,0.3675274464452479,3.967103790279757
51,images-works-2442_s.jpg,"('portrait of olga', 1921)",1921,0.0,0.22550723373818407,4.55206131499343
52,images-works-1563_s.jpg,"('head of a woman', 1939)",1939,1.0,0.22213935894967296,5.456762864523837
53,images-works-2281_s.jpg,"('portrait of olga', 1917)",1917,0.0,0.1976367861199542,4.429453403691672
54,images-works-1719_s.jpg,"('portrait of woman', 1937)",1937,1.0,0.23151580300563643,4.825432337419747
55,images-works-1731_s.jpg,"('portrait of a woman (olga)', 1920)",1920,0.0,0.22532494751418888,4.282021214564825
56,images-works-3378_s.jpg,"('portrait of fernande olivier headscarf', 1906)",1906,1.0,0.13210587365879237,4.854954959491476
57,images-works-2583_s.jpg,"('mother and child', 1921)",1921,0.0,0.17270553556386312,5.068585832534511
58,images-works-1528_s.jpg,"('portrait of woman in green collar (marie-therese walter)', 1938)",1938,1.0,0.18442284576288365,5.171274757727239
59,images-works-2298_s.jpg,"('woman sitting in an armchair', 1923)",1923,1.0,0.15497881655752438,4.969453873641903
60,images-works-1929_s.jpg,"('woman portrait with wreath', 1937)",1937,1.0,0.2798320650589957,4.992528551971935
61,images-works-1263_s.jpg,"('woman in an armchair', 1938)",1938,1.0,0.22008566824811931,4.688514231786012
62,images-works-2587_s.jpg,"('portrait of olga', 1923)",1923,0.0,0.1418274810326113,3.8777626565892294
63,images-works-2511_s.jpg,"('portrait of olga', 1923)",1923,0.0,0.19116569333598193,3.8589418184079944
64,images-works-2556_s.jpg,"('woman standing leaning (olga)', 1919)",1919,0.0,0.2762167112245377,5.136346432762172
65,images-works-1773_s.jpg,"('head of a woman (dora maar)', 1937)",1937,1.0,0.29262851832932285,4.429144262309895
66,images-works-2575_s.jpg,"('woman with hat sitting in a chair', 1920)",1920,1.0,0.14426174574323827,4.759358842536935
67,images-works-2283_s.jpg,"('composition with character [woman with arms crossed]', 1920)",1920,1.0,0.19928922768722754,4.8620616028802175
68,images-works-2083_s.jpg,"('woman in an armchair', 1927)",1927,1.0,0.24335167258784482,4.185441446730159
69,images-works-2276_s.jpg,"('olga khokhlova', 1917)",1917,0.0,0.17417965663679866,5.087593189294371
70,images-works-2589_s.jpg,"('portrait of olga', 1921)",1921,0.0,0.20792019702266215,4.620799908357502
71,images-works-1736_s.jpg,"('woman sitting in an armchair', 1941)",1941,1.0,0.23998748275848972,4.896849554084669
72,images-works-2450_s.jpg,"('olga writing', 1920)",1920,0.0,0.23397706986304595,5.064645791497055
73,images-works-2028_s.jpg,"('bust of dora maar', 1936)",1936,1.0,0.24859169417200028,4.069045319063431
74,images-works-1471_s.jpg,"('woman leaning 1', 1939)",1939,1.0,0.20210956697762622,4.796490242949275
75,images-works-1726_s.jpg,"('weeping woman', 1937)",1937,1.0,0.2641342830123632,5.480807622277133
76,images-works-1613_s.jpg,"('female figure bust', 1940)",1940,1.0,0.2341559383734182,5.2642454000739
77,images-works-1453_s.jpg,"('female bust', 1940)",1940,1.0,0.194807177673976,4.614903291595377
78,images-works-175_s.jpg,"('portrait of maya with her doll', 1938)",1938,0.0,0.3602535453692341,4.373403917837883
79,images-works-1641_s.jpg,"('head of a woman (dora maar)', 1939)",1939,1.0,0.24886225304763376,4.05535159080664
80,images-works-1550_s.jpg,"('portrait of woman in d`hermine pass (olga)', 1923)",1923,0.0,0.27069786284354197,4.716522966921135
81,images-works-125_s.jpg,"('portrait of olga picasso', 1923)",1923,0.0,0.2103794758841194,4.660423943496376
82,images-works-911_s.jpg,"('seated woman', 1938)",1938,1.0,0.2295634517878532,4.857225288028472
83,images-works-2190_s.jpg,"('female bust', 1936)",1936,1.0,0.20253274695173082,4.70429458872067
84,images-works-1722_s.jpg,"('weeping woman', 1937)",1937,1.0,0.2709639949646509,4.010896617001545
85,images-works-1526_s.jpg,"('woman lengthened on a sofa (dora maar)', 1939)",1939,1.0,0.27938307369196175,5.082537598885951
86,images-works-3010_s.jpg,"('head of a woman (fernande olivier)', 1909)",1909,1.0,0.16024194561631072,4.785341085767437
87,images-works-2702_s.jpg,"('portrait of olga', 1923)",1923,0.0,0.17609666917533146,4.607766470712627
88,images-works-1483_s.jpg,"('woman in satin bodice (portrait of dora maar)', 1942)",1942,1.0,0.20101533362533627,4.403813296034658
89,images-works-2449_s.jpg,"('olga bedridden', 1921)",1921,0.0,0.14153518187079855,5.144430197483672
90,images-works-2310_s.jpg,"('olga picasso', 1923)",1923,0.0,0.16682225902159575,4.582910208124663
91,images-works-1706_s.jpg,"('woman with blue collar (portrait d`inez)', 1941)",1941,1.0,0.18764694125820652,3.8141643146200943
92,images-works-2112_s.jpg,"('portrait of marie-therese walter', 1936)",1936,1.0,0.12434059207777708,4.430835359887795
93,images-works-2890_s.jpg,"('man sitting at the glass [woman and man]', 1914)",1914,1.0,0.20464382741095694,4.6088369230238415
94,images-works-33_s.jpg,"('woman with a crow', 1904)",1904,1.0,0.1589295716711146,4.569744144289577
95,images-works-1107_s.jpg,"('female bust', 1940)",1940,1.0,0.28436655598172306,5.360789524817685
96,images-works-1670_s.jpg,"('the woman with the cat', 1937)",1937,1.0,0.24472956845240326,4.582848585664067
97,images-works-2291_s.jpg,"('mother and child', 1921)",1921,0.0,0.1874373956815848,5.032967349136891
98,images-works-1718_s.jpg,"('weeping woman', 1937)",1937,1.0,0.29829789061437584,5.3658890637850645
99,images-works-1728_s.jpg,"('weeping woman with handkerchief iii', 1937)",1937,1.0,0.341307915141436,4.550488778287317
100,images-works-3102_s.jpg,"('head of a woman', 1908)",1908,1.0,0.12846881577618005,5.207493534299203
101,images-works-1480_s.jpg,"('portrait of dora maar', 1942)",1942,1.0,0.22329542583474724,4.435926733467356
102,images-works-2011_s.jpg,"('seated woman', 1937)",1937,1.0,0.24464318319485565,4.433907674884235
103,images-works-1792_s.jpg,"('female bust (dora maar)', 1938)",1938,1.0,0.2995954303957308,4.290123279696352
104,images-works-1535_s.jpg,"('portrait of woman', 1937)",1937,1.0,0.24137287744363065,4.722952735218221
105,images-works-1439_s.jpg,"('woman in gray', 1942)",1942,1.0,0.16632251596859743,4.615313830527285
106,images-works-1793_s.jpg,"('dora maar sitting', 1939)",1939,1.0,0.21558751033979304,5.464853215161988
107,images-works-1766_s.jpg,"('female bust (dora maar)', 1942)",1942,1.0,0.12979075471661872,4.375385664202027
108,images-works-2006_s.jpg,"('portrait of dora maar', 1937)",1937,1.0,0.2071017217928259,4.306562063612066
109,images-works-3724_s.jpg,"('the woman with the cat', 1900)",1900,1.0,0.1404074091108831,4.9270637711500065
110,images-works-1972_s.jpg,"('woman leaning', 1938)",1938,1.0,0.20217572698496827,4.806368108574565
111,images-works-1621_s.jpg,"('dora maar with a cat', 1941)",1941,1.0,0.3458991083584025,4.979342787142365
112,images-works-2172_s.jpg,"(""woman sitting near a window (femme assise pres d'une fenetre)"", 1932)",1932,1.0,0.2537627883552096,4.49354452904225
113,images-works-4053_s.jpg,"('seated woman in blue dress', 1939)",1939,1.0,0.1462135827106081,4.933578054395678
114,images-works-2244_s.jpg,"('profile female bust', 1932)",1932,1.0,0.2619925799791118,4.519896422074895
115,images-works-1760_s.jpg,"('woman sitting in an armchair', 1941)",1941,1.0,0.14217920146961,4.642326369641177
116,images-works-2693_s.jpg,"(""head and woman's hand"", 1921)",1921,1.0,0.20276879594053238,4.721894546810111
117,images-works-1702_s.jpg,"('woman with hat (dora maar)', 1938)",1938,1.0,0.11286802309254558,4.62579301502863
118,images-works-3481_s.jpg,"('head of a woman', 1900)",1900,1.0,0.17490017115544618,5.101935522884347
